"","datetime","country","shape","city"
"18770",NA,NA,"other","cochin (near) (china)"
"18771",NA,"us","other","sherman oaks"
"18772",NA,"us","other","grand rapids"
"18773",NA,"us","light","woodinville"
"18774",NA,"us","triangle","columbia (east of city)"
"18775",NA,"us","teardrop","woodbridge"
"18776",NA,"us","unknown","russellville"
"18777",NA,"us","oval","glen allen"
"18778",NA,"us","other","mankato"
"18779",NA,"us","light","marshfield"
"18780",NA,"us","triangle","las vegas"
"18781",NA,"us","other","longwood"
"18782",NA,"us","disk","hooksett"
"18783",NA,"us","oval","placentia"
"18784",NA,"us","light","napa"
"18785",NA,"us","circle","mount dora"
"18786",NA,NA,"triangle","guerrara (algeria)"
"18787",NA,"us","sphere","louisville"
"18788",NA,"us","diamond","tampa"
"18789",NA,"us","oval","hesperia"
"18790",NA,"us","egg","new wilmington"
"18791",NA,"us","fireball","linden"
"18792",NA,"us","sphere","frankfort"
"18793",NA,"us","light","safety harbor"
"18794",NA,"us","fireball","north miami"
"18795",NA,"us","fireball","boca raton"
"18796",NA,"us","cigar","sanders"
"18797",NA,"us","fireball","prescott"
"18798",NA,"us","circle","corpus christi"
"18799",NA,"us","unknown","boise"
"18800",NA,"us",NA,"cleveland"
"18801",NA,"us","unknown","lincolnton"
"18802",NA,"us","light","los angeles"
"18803",NA,"us","disk","sausalito"
"18804",NA,NA,"disk","kidderminster&#44 warwickshire (uk/england)"
"18805",NA,NA,"other","phoenix/tucson (between; on i-10 e)"
"18806",NA,"us","triangle","adrian"
"18807",NA,"us","circle","eugene"
"18808",NA,"us","circle","demarest"
"18809",NA,"us","other","phoenix"
"18810",NA,"us","changing","stoughton"
"18811",NA,"us","unknown","mccloud"
"18812",NA,"us","changing","dickensonville"
"18813",NA,"us","cigar","maumelle"
"18814",NA,"us","light","coulee city"
"18815",NA,"us","light","orland"
"18816",NA,NA,"cross","san juan (puerto rico)"
"18817",NA,"us","other","jacksonville"
"18818",NA,"us","oval","pittstown"
"18819",NA,"us","circle","columbus"
"18820",NA,"us","disk","muncie"
"18821",NA,"us","cigar","ukiah"
"18822",NA,"us","chevron","marked tree"
"18823",NA,"us","chevron","trumann"
"18824",NA,"us","flash","frostburg"
"18825",NA,NA,"unknown","zimmerman"
"18826",NA,"us","other","yuma"
"18827",NA,"us","teardrop","penn valley"
"18828",NA,"us",NA,"barre"
"18829",NA,"us","sphere","phippsburg"
"18830",NA,"us","rectangle","fair oaks"
"18831",NA,"us","circle","shelby"
"18832",NA,NA,"light","mystic  - new haven"
"18833",NA,"us","other","gardendale"
"18834",NA,"us","light","tallahassee"
"18835",NA,"us","changing","dora"
"18836",NA,"us","light","dothan"
"18837",NA,NA,"circle","bloomfield (canada)"
"18838",NA,"us","cigar","monroe"
"18839",NA,"us","changing","greenville"
"18840",NA,NA,"triangle","benzie county"
"18841",NA,"us","cone","pittsboro"
"18842",NA,"us","other","richmond"
"18843",NA,"us","other","smyrna"
"18844",NA,"us","cigar","albany (near)"
"18845",NA,"us","cigar","fort pierce"
"18846",NA,"us","cone","ft. white"
"18847",NA,"us","other","high point"
"18848",NA,"us","other","hixson"
"18849",NA,"us","other","lake worth"
"18850",NA,"us","unknown","lula"
"18851",NA,"us","light","miami"
"18852",NA,"us","fireball","virginia beach"
"18853",NA,"us","other","williston"
"18854",NA,"us","cigar","winder"
"18855",NA,"us","sphere","worcester"
"18856",NA,"us","other","baton"
"18857",NA,"us","light","carnesville"
"18858",NA,"us","other","lake city"
"18859",NA,"gb","fireball","leven (uk/scotland)"
"18860",NA,"us","cylinder","miami"
"18861",NA,NA,"other","sault ste. marie (canada)"
"18862",NA,"us","rectangle","pleasanton"
"18863",NA,"us","unknown","villa rica"
"18864",NA,"us","other","san jacinto"
"18865",NA,"us","cylinder","tampa"
"18866",NA,"us","unknown","taunton"
"18867",NA,"us","unknown","iron river"
"18868",NA,NA,"oval","pyramid lake"
"18869",NA,NA,"disk","loch ness&#44 inverness (uk/scotland)"
"18870",NA,"us","triangle","mashpee"
"18871",NA,"gb","disk","leicester (uk/england)"
"18872",NA,"us","sphere","amarillo"
"18873",NA,"us","cylinder","placerville"
"18874",NA,NA,"unknown","athens (greece)"
"18875",NA,"us","formation","sun city"
"18876",NA,"us","unknown","lynnwood"
"18877",NA,"us","light","morehead"
"18878",NA,"us","fireball","happy valley"
"18879",NA,"us","oval","edwardsville"
"18880",NA,"us","fireball","harrisburg"
"18881",NA,"us","unknown","bellingham"
"18882",NA,"us","triangle","buffalo"
"18883",NA,"us","other","woodbridge"
"18884",NA,"us","flash","canon city"
"18885",NA,"us","disk","colorado springs"
"18886",NA,"us","sphere","des allemands"
"18887",NA,"us","light","wappingers falls"
"18888",NA,"us","disk","spring hill"
"18889",NA,"us","rectangle","newtown"
"18890",NA,"us","circle","rice lake"
"18891",NA,"us","cylinder","richmond"
"18892",NA,"us","disk","richmond"
"18893",NA,"us","disk","roanoke"
"18894",NA,"us","disk","nashville"
"18895",NA,"us","disk","houston"
"18896",NA,"us","circle","boscobel"
"18897",NA,"us","disk","lafayette"
"18898",NA,"us","cigar","tulsa"
"18899",NA,"us","sphere","rohnert park"
"18900",NA,"us","fireball","clearwater"
"18901",NA,"us","light","port huron"
"18902",NA,"us","flash","honolulu"
"18903",NA,"us","cigar","mandeville"
"18904",NA,NA,"other","tamiami trail"
"18905",NA,"us","triangle","perryville"
"18906",NA,"us","light","ocotillo wells (near)"
"18907",NA,"us","unknown","florence"
"18908",NA,"us","unknown","colorado springs"
"18909",NA,NA,"light","lee&#39s summit"
"18910",NA,"us","oval","medford"
"18911",NA,NA,"other","chandigarh (india)"
"18912",NA,NA,"unknown","clearlake"
"18913",NA,"us","sphere","omaha"
"18914",NA,"us","triangle","salisbury"
"18915",NA,"us","disk","eagle rock"
"18916",NA,"us","unknown","pasadena"
"18917",NA,"us","circle","des moines"
"18918",NA,"us","light","sunset beach"
"18919",NA,"us","fireball","longmont"
"18920",NA,NA,"fireball","buffalo valley"
"18921",NA,"us","fireball","fort myers"
"18922",NA,"us","light","loris"
"18923",NA,"us","light","spring valley"
"18924",NA,"us","light","little river"
"18925",NA,"us","unknown","apple valley"
"18926",NA,"us",NA,"grand junction"
"18927",NA,"us","light","talihina"
"18928",NA,"us","cigar","miami"
"18929",NA,"gb","disk","bristol (uk/england)"
"18930",NA,"us","circle","evans"
"18931",NA,"ca","circle","oshawa (canada)"
"18932",NA,"us","light","spring hill"
"18933",NA,"us","light","abbeville"
"18934",NA,"us","oval","bridgeport"
"18935",NA,"us","sphere","hartland"
"18936",NA,"us","unknown","grovetown"
"18937",NA,"us","triangle","lawton"
"18938",NA,"us",NA,"great falls"
"18939",NA,"us","rectangle","phoenix"
"18940",NA,"us","fireball","yorktown"
"18941",NA,"us","light","belton"
"18942",NA,"us","sphere","belton"
"18943",NA,"us","light","overland park"
"18944",NA,"us","light","orlando"
"18945",NA,"us","light","goodyear"
"18946",NA,"us","circle","zim"
"18947",NA,"us","light","metairie"
"18948",NA,NA,"unknown","pelee island (lake erie) (canada)"
"18949",NA,"us","unknown","fairbanks"
"18950",NA,"us","light","anchorage"
"18951",NA,"gb","other","birmingham (uk/england)"
"18952",NA,"gb","sphere","st. andrews (uk/scotland)"
"18953",NA,"us",NA,"birmingham"
"18954",NA,"us","fireball","gulf breeze"
"18955",NA,"us","light","seattle"
"18956",NA,NA,"triangle","kinaid"
"18957",NA,"us","disk","colorado springs"
"18958",NA,"us","light","culver city"
"18959",NA,"us","fireball","pensacola"
"18960",NA,"us","light","new boston"
"18961",NA,"ca","circle","milton (canada)"
"18962",NA,"us","fireball","smithton"
"18963",NA,"us","fireball","rocky mount"
"18964",NA,"us","formation","stilwell"
"18965",NA,NA,"disk","lamar/las animas"
"18966",NA,"us","oval","bloomington"
"18967",NA,"us","diamond","alexandria"
"18968",NA,"gb",NA,"grantham (uk/england)"
"18969",NA,"us","unknown","norwalk"
"18970",NA,"us","fireball","springfield"
"18971",NA,NA,"formation","zuerich (switzerland)"
"18972",NA,"us","light","gilbert"
"18973",NA,"us","triangle","colorado springs (40 se)"
"18974",NA,"us","cigar","chesapeake"
"18975",NA,"us","other","wentworth"
"18976",NA,"gb","light","north yorkshire (uk/england)"
"18977",NA,NA,"circle","brabrand (denmark)"
"18978",NA,"au","changing","sydney (nsw&#44 australia)"
"18979",NA,"us","triangle","lancaster"
"18980",NA,NA,"other","kent/setac"
"18981",NA,"gb","light","leeds (uk/england)"
"18982",NA,"us","teardrop","platte city"
"18983",NA,"us","light","sherman"
"18984",NA,"gb","light","cardiff (uk/wales)"
"18985",NA,"us","triangle","loves park"
"18986",NA,"us","light","pasadena"
"18987",NA,"us","light","houston"
"18988",NA,"us","light","houston"
"18989",NA,NA,"light","waterford"
"18990",NA,"us","light","florissant"
"18991",NA,"us","fireball","los angeles"
"18992",NA,"us","light","belzoni"
"18993",NA,"us","circle","june lake"
"18994",NA,"us","triangle","royal oak"
"18995",NA,"us","unknown","houston"
"18996",NA,"us","diamond","coconut creek"
"18997",NA,"us","light","monmouth beach"
"18998",NA,"us","flash","hagerstown"
"18999",NA,NA,"unknown","washington&#44 d.c."
"19000",NA,"us","other","gaithersburg"
"19001",NA,"us","light","manassas"
"19002",NA,"us","fireball","baltimore"
"19003",NA,"us","fireball","college park"
"19004",NA,"us","triangle","denton"
"19005",NA,"us","fireball","williamsport"
"19006",NA,"us","light","fort worth"
"19007",NA,"us","triangle","van alstyne"
"19008",NA,"us","triangle","van alstyne"
"19009",NA,"us","triangle","greenville"
"19010",NA,"us","unknown","king"
"19011",NA,NA,"oval","mililani"
"19012",NA,"us","unknown","chicago"
"19013",NA,NA,"fireball","west dundee"
"19014",NA,"us","fireball","san francisco"
"19015",NA,NA,"sphere","fox park"
"19016",NA,"us","circle","pittsburg"
"19017",NA,NA,"other","purcellville and lovettsville (near)"
"19018",NA,"us","other","charlotte"
"19019",NA,"us","other","riga"
"19020",NA,"us","cone","columbus"
"19021",NA,"us","disk","yuma"
"19022",NA,"us","circle","santa clara"
"19023",NA,"us","changing","conrad"
"19024",NA,"us","light","san diego"
"19025",NA,"us","light","san diego"
"19026",NA,"gb","egg","birmingham (uk/england)"
"19027",NA,"us","triangle","bridgeville (near pittsburgh)"
"19028",NA,"gb","light","birmingham (uk/england)"
"19029",NA,"gb","light","doncaster (uk/england)"
"19030",NA,"gb","flash","birmingham (uk/england)"
"19031",NA,"us","oval","rochester"
"19032",NA,"us","fireball","chico"
"19033",NA,"us","disk","stony point"
"19034",NA,"us","light","santa ana"
"19035",NA,"us","triangle","tallahassee"
"19036",NA,"us","circle","madison"
"19037",NA,"us","disk","madison"
"19038",NA,"us","light","bell buckle"
"19039",NA,"us","unknown","north east"
"19040",NA,NA,"light","kuwait"
"19041",NA,"us","triangle","jackson"
"19042",NA,"us","circle","alexandria"
"19043",NA,"ca","other","windsor (canada)"
"19044",NA,"us","oval","chatham"
"19045",NA,"us","fireball","inver grove heights"
"19046",NA,"us","light","carlsbad"
"19047",NA,"us","circle","hauppauge"
"19048",NA,"us","cylinder","spruce pine"
"19049",NA,"us","light","baton rouge"
"19050",NA,"us","other","dexter"
"19051",NA,"us","unknown","shreveport"
"19052",NA,"us","light","sewell"
"19053",NA,"us","triangle","rockville"
"19054",NA,"us","oval","st. louis park"
"19055",NA,"us","sphere","newport"
"19056",NA,"us","fireball","ft. pierce"
"19057",NA,"us","cone","temecula"
"19058",NA,"us","other","newark"
"19059",NA,"us","triangle","springfield"
"19060",NA,"us","light","jensen beach"
"19061",NA,"us","oval","albuquerque"
"19062",NA,NA,"sphere","san fernando valley"
"19063",NA,"us","light","coral springs"
"19064",NA,NA,"fireball","pinkham notch"
"19065",NA,"us",NA,"hazard"
"19066",NA,"us","unknown","highland"
"19067",NA,"us","oval","lathrop"
"19068",NA,"us","formation","saco"
"19069",NA,"us","oval","yardville"
"19070",NA,"us","sphere","new paris"
"19071",NA,"us","sphere","new paris"
"19072",NA,"us","light","avalon"
"19073",NA,"us","light","eureka springs"
"19074",NA,"us","light","belton"
"19075",NA,"us","cylinder","washington"
"19076",NA,"us","unknown","hazard"
"19077",NA,"us","light","mazon"
"19078",NA,"us","light","yucaipa"
"19079",NA,NA,"disk","brick township"
"19080",NA,"us","light","berlin"
"19081",NA,"us","egg","spokane valley"
"19082",NA,"us","sphere","lisbon"
"19083",NA,NA,"diamond","milano"
"19084",NA,"us","flash","marshall"
"19085",NA,"us","triangle","arroyo grande"
"19086",NA,"us","flash","salt lake city"
"19087",NA,"us","changing","sacramento"
"19088",NA,"us","circle","natick"
"19089",NA,"us","light","kaylor"
"19090",NA,"us","unknown","pittsburg"
"19091",NA,"gb","other","durham (uk/england)"
"19092",NA,"us","light","nashville"
"19093",NA,"us","teardrop","sedona"
"19094",NA,"us","flash","carterville"
"19095",NA,"us","diamond","fords"
"19096",NA,"us","triangle","park"
"19097",NA,"us","unknown","sunshine"
"19098",NA,"us","diamond","bemidji"
"19099",NA,"us","fireball","anchorage"
"19100",NA,"us","other","brea"
"19101",NA,"us","formation","dane"
"19102",NA,"us","oval","reno"
"19103",NA,"us","formation","west ossipee"
"19104",NA,"us","formation","chocorua"
"19105",NA,"us","light","mukwonago"
"19106",NA,"us","teardrop","larsen"
"19107",NA,"us","cylinder","birmingham"
"19108",NA,"us","chevron","powell"
"19109",NA,"us","other","edmond"
"19110",NA,"us","unknown","oak harbor"
"19111",NA,"us","oval","covina"
"19112",NA,"gb","cigar","crewe (uk/england)"
"19113",NA,"us","formation","columbus"
"19114",NA,"us","triangle","poughkeepsie"
"19115",NA,"us","disk","union"
"19116",NA,"us","circle","chattanooga"
"19117",NA,"us","circle","eddington"
"19118",NA,NA,"circle","osowatomie"
"19119",NA,NA,"unknown","fort polk"
"19120",NA,"us","light","cullowhee"
"19121",NA,"us","sphere","cullowhee"
"19122",NA,"us","fireball","edgewater"
"19123",NA,"us","disk","hollywood"
"19124",NA,"us","fireball","louisville"
"19125",NA,"us","unknown","rockland county"
"19126",NA,NA,"other","edison/asbury park"
"19127",NA,"us","cigar","water valley"
"19128",NA,"us",NA,"roswell"
"19129",NA,"us","diamond","los angeles"
"19130",NA,"us","rectangle","franklin (5 miles south of)"
"19131",NA,"us","disk","newport news"
"19132",NA,"us","light","winfield"
"19133",NA,"us","other","chula vista"
"19134",NA,"us","rectangle","albuquerque"
"19135",NA,"us","light","orlando"
"19136",NA,"us","fireball","madill"
"19137",NA,NA,"cigar","nyack (near; i-80)"
"19138",NA,"us","unknown","madison"
"19139",NA,"us","fireball","montgomery"
"19140",NA,"us","light","valier"
"19141",NA,NA,"formation","monterey bay area"
"19142",NA,"us","rectangle","ocala"
"19143",NA,NA,"disk","south of the border"
"19144",NA,NA,"circle","fort lauderdale"
"19145",NA,"us","sphere","alvin"
"19146",NA,"us","other","kansas city"
"19147",NA,"us","triangle","vancleave"
"19148",NA,"us","formation","grand canyon (north rim)"
"19149",NA,"us","triangle","independence"
"19150",NA,NA,"formation","reynosa (mexico)"
"19151",NA,"us","light","copley"
"19152",NA,NA,"light","tromsoe (norway)"
"19153",NA,"ca","sphere","ottawa (canada)"
"19154",NA,"au","oval","casterton (victoria) (australia)"
"19155",NA,"us","other","windham"
"19156",NA,"us","oval","arlington"
"19157",NA,NA,"light","indian ocean"
"19158",NA,NA,"triangle","rio de janeiro (brazil)"
"19159",NA,"us",NA,"portland"
"19160",NA,"us",NA,"waukesha"
"19161",NA,"us",NA,"mount shasta"
"19162",NA,"us",NA,"seymour"
"19163",NA,"us","light","owosso"
"19164",NA,"us",NA,"orland park"
"19165",NA,"us",NA,"kansas city"
"19166",NA,"us","triangle","seattle (west)"
"19167",NA,"us","light","columbia"
"19168",NA,"gb","circle","walsall (uk/england)"
"19169",NA,NA,"light","wrightwood mtn."
"19170",NA,"us","circle","warwick"
"19171",NA,"us","oval","naperville"
"19172",NA,"us","other","san francisco (observed from)"
"19173",NA,"us","triangle","blackwell"
"19174",NA,"us","triangle","santa cruz"
"19175",NA,"us","triangle","san jose"
"19176",NA,"us","cigar","greentown"
"19177",NA,"us","fireball","paramus (souh of)"
"19178",NA,"us","fireball","houston"
"19179",NA,"us","flash","lehigh acres"
"19180",NA,"us","fireball","traverse city (m-72 west outside)"
"19181",NA,"us","cross","glenhaven"
"19182",NA,NA,"cigar","malmoe/copenhagen&#44 sk&aring;ne (sweden/denmark)"
"19183",NA,"us","oval","culpeper"
"19184",NA,"us","fireball","westfield (5 miles north of)"
"19185",NA,NA,"oval","bradford&#44 west yorkshire (uk/england)"
"19186",NA,NA,"other","fort wayne"
"19187",NA,"us","formation","goldsboro (north of)"
"19188",NA,"us","light","miami"
"19189",NA,"us","flash","pasadena (outside houston)"
"19190",NA,NA,"light","ceder lake"
"19191",NA,NA,"circle","little britain (canada)"
"19192",NA,NA,"changing","chanute &amp; humbolt (between)"
"19193",NA,"us","formation","grandview"
"19194",NA,"us","triangle","columbia"
"19195",NA,"us","triangle","columbia"
"19196",NA,"us","formation","madison"
"19197",NA,NA,"light","kennesaw/marietta"
"19198",NA,"us","disk","reidsville"
"19199",NA,NA,"unknown","san bernadino"
"19200",NA,NA,"teardrop","santo domingo (dominican republic)"
"19201",NA,NA,"triangle","valencia&#44 carabobo (venezuela)"
"19202",NA,"us","fireball","kilauea"
"19203",NA,"us","fireball","kilauea"
"19204",NA,"us","flash","lawai"
"19205",NA,"us","unknown","lawai"
"19206",NA,"us","light","lawai"
"19207",NA,NA,"rectangle","intersection of hwy 6 and hwy 375  nevada"
"19208",NA,NA,"other","bogota (colombia)"
"19209",NA,"us","triangle","grand blanc"
"19210",NA,"us","fireball","whitefish"
"19211",NA,"us","diamond","devils lake"
"19212",NA,"us","unknown","highland park"
"19213",NA,"us","triangle","avondale"
"19214",NA,"us","light","south bend"
"19215",NA,"us","light","avoca"
"19216",NA,"us","triangle","longwood"
"19217",NA,NA,"cylinder","kabul (afghanistan)"
"19218",NA,"us","other","portland"
"19219",NA,"ca","fireball","toronto (canada)"
"19220",NA,"ca","sphere","toronto (canada)"
"19221",NA,NA,"sphere","turnagain pass"
"19222",NA,"us","disk","kahului"
"19223",NA,NA,"triangle","kaeo (new zealand)"
"19224",NA,"us","changing","st. petersburg"
"19225",NA,"us","formation","colton"
"19226",NA,"us","triangle","woodridge"
"19227",NA,"us","diamond","kansas city"
"19228",NA,"us","triangle","los angeles"
"19229",NA,"us","formation","lawrence"
"19230",NA,NA,"other","east barnard (county farm road)"
"19231",NA,NA,"cigar","s. bossier"
"19232",NA,"us","unknown","bayonne"
"19233",NA,NA,"light","mazatl&aacute;n (mexico)"
"19234",NA,"us","triangle","alamogordo"
"19235",NA,"us","triangle","silver city"
"19236",NA,"us","fireball","albuquerque"
"19237",NA,"us","formation","parker (se of)"
"19238",NA,"us","cylinder","colorado springs (monument)"
"19239",NA,"us","fireball","rolla (missouri ozarks)"
"19240",NA,"us","other","wellston (near to)"
"19241",NA,"us","unknown","goodland (@10 miles east of)"
"19242",NA,"us","fireball","wellsville"
"19243",NA,"us","disk","sneads ferry"
"19244",NA,"us","rectangle","el paso (outside)"
"19245",NA,NA,"rectangle","oklahoma"
"19246",NA,"us","formation","lawrence"
"19247",NA,"us","other","olathe"
"19248",NA,"us","formation","sand springs"
"19249",NA,"us","formation","eucha"
"19250",NA,"us","fireball","grand island"
"19251",NA,"us","formation","aledo"
"19252",NA,"us","light","olathe"
"19253",NA,"us","formation","canyon (outside of)"
"19254",NA,"us","fireball","newton"
"19255",NA,"us","cone","ozona"
"19256",NA,"us","fireball","richardson"
"19257",NA,"us","unknown","sioux center"
"19258",NA,"us","formation","wichita"
"19259",NA,"us","cylinder","winfield"
"19260",NA,"us","fireball","bloomfield"
"19261",NA,"us","other","kansas city"
"19262",NA,"us","changing","lawton"
"19263",NA,"us","light","st. peter"
"19264",NA,"us","light","lawrence"
"19265",NA,"us","formation","el reno"
"19266",NA,"us","fireball","eureka"
"19267",NA,"us","unknown","goshen"
"19268",NA,"us","formation","sapulpa"
"19269",NA,"us","sphere","kansas city"
"19270",NA,"gb","fireball","horsham (uk/england)"
"19271",NA,"us","circle","siloam springs"
"19272",NA,"us","formation","weatherford"
"19273",NA,NA,"formation","perkins/carney"
"19274",NA,"us","other","big spring"
"19275",NA,"us","circle","highlands"
"19276",NA,"us","formation","oklahoma city"
"19277",NA,"us","other","duvall"
"19278",NA,"us","sphere","warren"
"19279",NA,"us","cigar","cincinnati"
"19280",NA,"us","unknown","las vegas"
"19281",NA,"us","cigar","sacramento"
"19282",NA,NA,"other","charelston"
"19283",NA,"us","teardrop","charleston (edisto island just s.of)"
"19284",NA,"us","formation","new york city (manhattan)"
"19285",NA,"us","sphere","sarasota"
"19286",NA,"us","circle","cisco (just before)"
"19287",NA,"us","disk","weare"
"19288",NA,"us","unknown","springfield"
"19289",NA,"us","disk","woodcliff lake"
"19290",NA,NA,"light","renton/seattle"
"19291",NA,"us",NA,"vincennes"
"19292",NA,"us","circle","safety harbor"
"19293",NA,"us","unknown","columbia"
"19294",NA,"us","rectangle","huntley"
"19295",NA,"us","rectangle","littlefield"
"19296",NA,"us","fireball","osceola"
"19297",NA,"us","circle","kirkland"
"19298",NA,NA,"fireball","gordes-manisa (turkey)"
"19299",NA,"us","disk","williamstown"
"19300",NA,"us","light","lemoore"
"19301",NA,"us","disk","huntsville"
"19302",NA,"us","circle","everett"
"19303",NA,"us","triangle","dickinson"
"19304",NA,"us","changing","washington"
"19305",NA,"us","other","san jose"
"19306",NA,"us","circle","gilbert"
"19307",NA,"us","unknown","hodgenville"
"19308",NA,"us","oval","sandwich"
"19309",NA,"us","cylinder","reynoldsburg"
"19310",NA,"us","fireball","bayville"
"19311",NA,"au","formation","melbourne (vic&#44 australia)"
"19312",NA,"us","fireball","newark"
"19313",NA,NA,"light","unknown"
"19314",NA,"us","light","milwaukee"
"19315",NA,"us","fireball","mesa"
"19316",NA,"us","light","stevens point"
"19317",NA,"us","formation","dillsburg"
"19318",NA,"us","diamond","spanaway"
"19319",NA,"us","chevron","baltimore"
"19320",NA,"us","unknown","brewster"
"19321",NA,"us","other","seymour"
"19322",NA,NA,"formation","bethesda/rockville"
"19323",NA,"us","disk","riverside"
"19324",NA,"us","fireball","plano"
"19325",NA,"us","cylinder","seattle"
"19326",NA,NA,"flash","kaiserslautern/mainz (on autobahn) (germany)"
"19327",NA,"us","other","rockwall"
"19328",NA,NA,"other","soho observatory"
"19329",NA,"ca","teardrop","pincher creek (canada)"
"19330",NA,"us","disk","las vegas"
"19331",NA,"us","cylinder","columbia"
"19332",NA,"us","egg","dublin"
"19333",NA,"ca","other","toronto (canada)"
"19334",NA,"us","triangle","springfield"
"19335",NA,"us","disk","coos bay"
"19336",NA,"us","circle","aloha"
"19337",NA,"us","light","redcrest"
"19338",NA,"us","sphere","emison"
"19339",NA,NA,"triangle","hawthorne/lawndale"
"19340",NA,"us","fireball","willits"
"19341",NA,"us","fireball","willits"
"19342",NA,"us","fireball","willits"
"19343",NA,NA,"triangle","bilaspur (india)"
"19344",NA,"us","cylinder","clackamas"
"19345",NA,"us","fireball","lincoln"
"19346",NA,"us","triangle","wylie"
"19347",NA,"us","fireball","shelby"
"19348",NA,"us","fireball","silver city"
"19349",NA,NA,"unknown","kincheloe"
"19350",NA,"us","sphere","acworth"
"19351",NA,"ca","fireball","thunder bay (canada)"
"19352",NA,"us","chevron","lexington"
"19353",NA,"us","light","tuscola"
"19354",NA,"us","flash","miami"
"19355",NA,"us","triangle","easley"
"19356",NA,"us","changing","ocala"
"19357",NA,"us","other","gadsden (south side of)"
"19358",NA,"us","teardrop","sentinel"
"19359",NA,"us","light","bonner springs"
"19360",NA,"us","other","ashtabula"
"19361",NA,"us","changing","surf city"
"19362",NA,"us","circle","arizona city"
"19363",NA,NA,"circle","graham/puyallup"
"19364",NA,"us","cigar","tallahassee"
"19365",NA,"us","unknown","edmond"
"19366",NA,"us","unknown","fairborn"
"19367",NA,"us","unknown","carlsbad"
"19368",NA,NA,"triangle","saipan"
"19369",NA,NA,"other","camp taqqadum (iraq)"
"19370",NA,NA,"light","victoria&#44 aireys inlet (australia)"
"19371",NA,"us","circle","marietta"
"19372",NA,"us","triangle","mechanicsville"
"19373",NA,NA,NA,"krasnoyarsk (russia)"
"19374",NA,"us","disk","louisa"
"19375",NA,"us","cigar","warner robins"
"19376",NA,"us","light","aurora"
"19377",NA,"us","other","cockeysville"
"19378",NA,"us","fireball","coppell"
"19379",NA,"us","other","merriam"
"19380",NA,NA,"other","elton&#44 derbyshire (uk/england)"
"19381",NA,"us","other","berkley"
"19382",NA,"us","triangle","topeka"
"19383",NA,"us","rectangle","temecula"
"19384",NA,"us","disk","oakland"
"19385",NA,"gb","oval","corringham (uk/england)"
"19386",NA,"us","other","memphis"
"19387",NA,"us","light","gardnerville"
"19388",NA,"us","other","dickens"
"19389",NA,NA,"circle","mexicali (baja california) (mexico)"
"19390",NA,"us","unknown","pe ell"
"19391",NA,"us","light","upton"
"19392",NA,NA,"fireball","krasnoyarsk (200km from) (russia)"
"19393",NA,"us","unknown","tampa"
"19394",NA,"ca","oval","maple ridge (canada)"
"19395",NA,NA,"unknown","stateline/minden"
"19396",NA,"us","oval","kirkland"
"19397",NA,"us","sphere","paradise"
"19398",NA,"us","teardrop","mayville"
"19399",NA,"us","circle","tupper lake"
"19400",NA,"us","formation","columbus"
"19401",NA,"us","formation","columbus"
"19402",NA,"us","changing","kailua"
"19403",NA,NA,"disk","ponce (puerto rico)"
"19404",NA,"us","other","san francisco"
"19405",NA,"us","teardrop","mayville"
"19406",NA,"us","disk","pico rivera"
"19407",NA,"us","circle","lakeland"
"19408",NA,"us","other","blue springs"
"19409",NA,"us","circle","alpharetta"
"19410",NA,"us","light","corpus christi"
"19411",NA,"gb","other","accrington (uk/england)"
"19412",NA,NA,NA,"huntington"
"19413",NA,"us","light","lebanon"
"19414",NA,"us","cigar","murrieta"
"19415",NA,"us",NA,"stockton"
"19416",NA,"us","other","niles"
"19417",NA,"us","changing","norwalk"
"19418",NA,"us",NA,"statham"
"19419",NA,"us","light","fort smith"
"19420",NA,"us","other","newburgh"
"19421",NA,"gb","diamond","birkenhead (uk/england)"
"19422",NA,"us","light","san marcos"
"19423",NA,"us","light","pine city"
"19424",NA,"us","sphere","ashton"
"19425",NA,"us","cone","henderson"
"19426",NA,"us","oval","lehi"
"19427",NA,"us","cigar","apache junction"
"19428",NA,"gb","diamond","nottingham (uk/england)"
"19429",NA,"us","light","norwood"
"19430",NA,"us","changing","brawley"
"19431",NA,"us","other","danville"
"19432",NA,"ca","changing","maple ridge (canada)"
"19433",NA,"us","circle","merritt island"
"19434",NA,NA,"fireball","clee hill (uk/england)"
"19435",NA,"us","light","fort myers"
"19436",NA,NA,"light","u. s. virgin islands (cruz bay)"
"19437",NA,"us","oval","missouri city"
"19438",NA,"us","sphere","berkeley (moraga)"
"19439",NA,"us","disk","mesa"
"19440",NA,"us","fireball","bloomington"
"19441",NA,"us","disk","monmouth"
"19442",NA,"us","rectangle","woodbridge"
"19443",NA,"us","triangle","holland"
"19444",NA,"us","other","hermitage"
"19445",NA,"us","light","sartell"
"19446",NA,"us","oval","miami"
"19447",NA,"us","light","kaktovik"
"19448",NA,"us","other","monroeville"
"19449",NA,"us","unknown","evansville"
"19450",NA,"us","fireball","salem"
"19451",NA,"us","triangle","fremont"
"19452",NA,"us","light","merton"
"19453",NA,"us","circle","pensacola"
"19454",NA,"us","fireball","salem"
"19455",NA,"us","light","st. louis park"
"19456",NA,"us","rectangle","fresno"
"19457",NA,"us","flash","lexington"
"19458",NA,"us","other","taneytown"
"19459",NA,"us","other","taneytown"
"19460",NA,NA,"triangle","oakland or wanaque"
"19461",NA,"us","oval","boulder"
"19462",NA,"us","sphere","pueblo"
